search_term,bls_n,bls_women,search_n,search_women,bls_p_women,search_p_women,Answer.typeofpeople,Answer.howmany,multiple_onegender,image_gender,image_url,source_url,order,search_provider
chief executive officer,1513000,414562,98,11,0.274,0.112244898,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=kqzCM2Z8Sx98_M:&imgrefurl=http://www.bloomberg.com/news/2010-09-17/lg-electronics-replaces-chief-executive-after-record-loss-at-handset-unit.html&docid=A-GPNjDu569alM&imgurl=http://www.bloomberg.com/image/idIvJAZMSueI.jpg&w=332&h=499&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
childcare worker,1314000,1236474,71,62,0.941,0.873239437,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=zQnc6v9WX4CwNM:&imgrefurl=http://worknotworking.blogspot.com/&docid=KF4EzKhDLoKrUM&imgurl=http://2.bp.blogspot.com/_BLtZCsb90CI/STquW696pwI/AAAAAAAAAEs/60chMca17RI/S220/childcare%252Bworker.jpg&w=220&h=165&ei=Shn3Uf_0K4isiAKIrIGYCA&zoom=1&ved=1t:3588,r:72,s:0,i:307",72,google
construction worker,1387000,40223,88,11,0.029,0.125,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=by7HFbruL8Q8EM:&imgrefurl=http://www.123rf.com/photo_16899844_industrial-construction-worker-with-rope--tool-box.html&docid=DM6AErbG6nvRYM&imgurl=http://us.123rf.com/400wm/400/400/bluezace/bluezace1212/bluezace121200075/16899844-industrial-construction-worker-with-rope--tool-box.jpg&w=630&h=1200&ei=riD3Ud-oGM7ligKIroH4Cw&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
cook,1970000,742690,78,11,0.377,0.141025641,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Rzsozk9EvLadBM:&imgrefurl=http://www.123rf.com/photo_5516451_cook-and-kitchen-objects-cartoon-and-vector-illustration.html&docid=BXDzBcpcspuPsM&imgurl=http://us.123rf.com/400wm/400/400/ddraw/ddraw0909/ddraw090900020/5516451-cook-and-kitchen-objects-cartoon-and-vector-illustration.jpg&w=1200&h=1044&ei=Hf32UeuCJ6iCiwK30oAY&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
crane operator,62000,2480,44,3,0.04,0.068181818,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=eqY2YrHJrClQJM:&imgrefurl=http://www.operator-school.com/crane/&docid=QI_rqA4YIwaHOM&imgurl=http://www.operator-school.com/images/crane_training.jpg&w=408&h=152&ei=BSn3UcaHNuqKiALP0IDoDg&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
customer service representative,1956000,1326168,80,55,0.678,0.6875,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=9kM_wquS4pGBgM:&imgrefurl=http://www.instant.ly/blog/2012/10/5-smart-ways-to-improve-customer-service-in-time-for-christmas/&docid=DW3OUawubIACkM&imgurl=http://www.instant.ly/blog/wp-content/uploads/2012/10/customer-service-fastcompany.jpg&w=642&h=350&ei=Mx33Ud-xAYPTiwLcz4DICw&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
doctor,911000,312473,83,25,0.343,0.301204819,man,multiple,TRUE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=qxtkxFbqyJ1QqM:&imgrefurl=http://reachingutopia.com/page/3/&docid=H6s3c4zqcyDWEM&imgurl=http://reachingutopia.com/wp-content/uploads/2013/03/ear-doctor.jpg&w=1000&h=667&ei=rvX2UcPGCejUiwLtvICACA&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
housekeeper,1457000,1283617,82,76,0.881,0.926829268,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=zffOSYzTGJqW9M:&imgrefurl=http://www.luxist.com/2010/04/07/should-you-tip-the-housekeeping-staff-at-a-hotel/&docid=NLdnDMCpOr6orM&imgurl=http://www.blogcdn.com/www.luxist.com/media/2010/04/housekeeper-uniform-best-service-300cs040210.jpg&w=300&h=272&ei=5RX3UbSdFsybjALYjoD4Cw&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
insurance sales agent,540000,238140,84,40,0.441,0.476190476,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Y1z1qkkThdFbNM:&imgrefurl=http://www.linkedin.com/title/sales-agent/at-new-york-life-insurance-company&docid=UqtrFogFVP7kRM&imgurl=http://m.c.lnkd.licdn.com/mpr/mpr/shrink_80_80/p/1/000/0d4/2fd/302e7c8.jpg&w=80&h=80&ei=Jhr3Uc6JEsj1igKq_4GwCQ&zoom=1&ved=1t:3588,r:72,s:0,i:311",72,google
lab tech,319000,232232,86,56,0.728,0.651162791,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=9wHcqQw5qXqP6M:&imgrefurl=http://footage.shutterstock.com/clip-2700221-stock-footage-lab-tech-or-radiologist-looking-at-an-xray.html&docid=gOVws1M09xJVcM&imgurl=http://ak2.picdn.net/shutterstock/videos/2700257/preview/stock-footage-lab-tech-or-radiologist-looking-at-an-xray.jpg&w=400&h=224&ei=wPf2UbCkCYjviQLUk4HoCA&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
nurse,2875000,2604750,89,86,0.906,0.966292135,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=kob5C_8MEvOHcM:&imgrefurl=http://definitelyfilipino.com/blog/2012/12/06/nursenars/&docid=ZnVxrP85OULQoM&imgurl=http://definitelyfilipino.com/blog/wp-content/uploads/2012/12/nursing-degree-associates11.gif&w=280&h=280&ei=_fb2UYywBeSQiAKv1oCIDw&zoom=1&ved=1t:3588,r:72,s:0,i:313",72,google
nurse practitioner,103000,88683,78,66,0.861,0.846153846,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=q1FIQtjOgSG7_M:&imgrefurl=http://www.lpnonlineclass.com/what-it-takes-to-become-a-nurse-practitioner/&docid=wgEqsbYQEBBPsM&imgurl=http://www.lpnonlineclass.com/wp-content/uploads/2013/05/nurse-practitioner.jpg&w=250&h=314&ei=Vff2UdjYI8GviQKi1oFA&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
optician,54000,32184,70,48,0.596,0.685714286,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=aPxO8KBKVYzSyM:&imgrefurl=http://depositphotos.com/5011372/stock-photo-Optician-doctor-woman-with-glasses-and-eye-chart.html&docid=dCkMEd4slaQysM&imgurl=http://static5.depositphotos.com/1037778/501/i/450/dep_5011372-Optician-doctor-woman-with-glasses-and-eye-chart.jpg&w=450&h=300&ei=T_n2UcilH8OjiALWlYGYBw&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
pharmacist,286000,153582,78,45,0.537,0.576923077,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=XSY6GiI9tXnxeM:&imgrefurl=http://www.visualphotos.com/image/2x4293915/portrait_of_pharmacist_holding_pill_bottles&docid=ij5mmmrOl08QJM&imgurl=http://www.visualphotos.com/photo/2x4293915/portrait_of_pharmacist_holding_pill_bottles_600-02245636.jpg&w=650&h=454&ei=FvX2UcOROqPiiwKO24CwBg&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
pilot,129000,5289,77,8,0.041,0.103896104,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=c3To4udJQck8FM:&imgrefurl=http://www.cnn.com/2012/07/10/tech/raytheon-military-tech-aviation&docid=7_vpmgqWMLk9TM&imgurl=http://i2.cdn.turner.com/cnn/dam/assets/120710024233-raytheon-pilot-helmet-story-top.jpg&w=640&h=360&ei=5yX3Ua63H83WiAL97oDYAQ&zoom=1&ved=1t:3588,r:72,s:0,i:313",72,google
plumber,534000,6942,85,4,0.013,0.047058824,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=tLPQ0UHmjD-ouM:&imgrefurl=http://www.123rf.com/photo_15409433_female-plumber.html&docid=SVTRxLQTX-tyaM&imgurl=http://us.123rf.com/400wm/400/400/auremar/auremar1209/auremar120905269/15409433-female-plumber.jpg&w=801&h=1200&ei=RiL3UfHiIIm4igLK_4CICA&zoom=1&ved=1t:3588,r:72,s:0,i:313",72,google
primary school teacher,2838000,2310132,78,56,0.814,0.717948718,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=aPQjdtrPvWItLM:&imgrefurl=http://www.careerfaqs.com.au/news/news-and-views/amy-bywater-primary-school-teacher-inner-west-sydney/&docid=0zxcY_5neuoK0M&imgurl=http://www.careerfaqs.com.au/images/news_pages/amy-bywater-headshot.jpg&w=259&h=259&ei=Z-72UbfJKub6igL83YDgAw&zoom=1&ved=1t:3588,r:72,s:0,i:305",72,google
receptionist,1237000,1131855,81,78,0.915,0.962962963,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ZdEdkMD_lTMsjM:&imgrefurl=http://schools-training.com/articles/training-dental-medical-clinic-receptionist.html&docid=j8zKjTnkyry3GM&imgurl=http://ak5.picdn.net/shutterstock/videos/1900555/preview/stock-footage-young-woman-at-work-as-receptionist-and-nurse-in-hospital-and-talking-on-the-phone.jpg&w=400&h=224&ei=qR33UdzSF-OZiQLnrID4AQ&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
roofer,196000,2940,74,0,0.015,0,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=OHUSsQxgiYquLM:&imgrefurl=http://www.proroofingnw.com/talking-the-talk-like-a-pro-roofer-bdh/&docid=jhNyHx3fiLtoaM&imgurl=http://www.proroofingnw.com/wp-content/uploads/2012/03/rooferPic.jpg&w=389&h=308&ei=tyL3UfmPKIreigLn14CoBw&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
security guard,903000,167055,95,5,0.185,0.052631579,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=kkf9gvQLKXGzvM:&imgrefurl=http://logos.co/design/royalty-free-vector-logo-of-a-security-guard-shield-by-patrimonio-514&docid=UGM8IUS2oISJcM&imgurl=http://logos.co/1024/royalty-free-vector-logo-of-a-security-guard-shield-by-patrimonio-514.jpg&w=1024&h=1044&ei=7Pv2UZmcKeGaiALr0oHADQ&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
software developer,1084000,213548,81,12,0.197,0.148148148,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=YPGA3HUskn0GfM:&imgrefurl=http://about.me/constantin.titarenko&docid=cCfyIGLI0x8y0M&imgurl=http://d13pix9kaak6wt.cloudfront.net/background/constantin.titarenko_1302476998_42.png&w=1000&h=622&ei=lND2UemQFqOtigLA2YH4Bw&zoom=1&ved=1t:3588,r:72,s:0,i:313",72,google
special ed teacher,366000,315492,86,67,0.862,0.779069767,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=02yCTUy5NXkp4M:&imgrefurl=http://www.thefrisky.com/2013-02-13/diana-medley-anti-gay-special-ed-teacher-gets-the-billy-madison-treatment/&docid=Oke3_LzW9fPFnM&imgurl=http://cdn03.cdnwp.thefrisky.com/wp-content/uploads/2013/02/12/billy_madison_diana_medley_-400x300.jpg&w=400&h=300&ei=lu_2UeT4N4mdiQKQ1ICICg&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
telemarketer,97000,48791,90,58,0.503,0.644444444,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=oyoLCHghfIOtgM:&imgrefurl=http://money.cnn.com/2013/01/02/pf/ftc-robocalls/index.html&docid=8SaehGF5PmUxvM&imgurl=http://i2.cdn.turner.com/money/dam/assets/130102052416-telemarketer-phone-robocalls-monster.jpg&w=620&h=348&ei=4xv3UY-ACKerigL3soGYBg&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
truck driver,3201000,172854,72,5,0.054,0.069444444,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Np0C8Xn78Jq8DM:&imgrefurl=http://www.123rf.com/photo_14712489_portrait-of-a-happy-truck-driver.html&docid=MuQIpQS4wGr_kM&imgurl=http://us.123rf.com/400wm/400/400/mangostock/mangostock1208/mangostock120800007/14712489-portrait-of-a-happy-truck-driver.jpg&w=801&h=1200&ei=ZCf3UfLKMsaQigLD-oHQCA&zoom=1&ved=1t:3588,r:72,s:0,i:313",72,google
welder,593000,28464,26,2,0.048,0.076923077,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/72.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=C42bZZN5a7JpIM:&imgrefurl=http://depositphotos.com/3308170/stock-photo-Welder-man.html&docid=C0Pky4TWvDLWbM&imgurl=http://static4.depositphotos.com/1001759/330/i/950/depositphotos_3308170-Welder-man.jpg&w=1024&h=742&ei=XiX3UZbcMsnWiwLK0YGYBg&zoom=1&ved=1t:3588,r:72,s:0,i:314",72,google
announcer,50000,11800,86,18,0.236,0.209302326,man,multiple,TRUE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=AMMi1aZR9SRwYM:&imgrefurl=http://www.fanpop.com/clubs/wwe/images/31608863/title/christian-vs-miz-bret-hart-ring-announcer-photo&docid=Q_msNjqpEgLGZM&imgurl=http://images5.fanpop.com/image/photos/31600000/Christian-vs-The-Miz-Bret-Hart-as-ring-announcer-wwe-31608863-642-361.jpg&w=642&h=361&ei=2PD2UZG8BOmciAKDl4GwBw&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
bartender,412000,246788,94,22,0.599,0.234042553,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=_-UcyXs1PE2lVM:&imgrefurl=http://www.studydiscussions.com/career-as-bartender/&docid=GpTt9bC9qivs9M&imgurl=http://www.studydiscussions.com/wp-content/uploads/2009/09/bartender-girl.jpg&w=300&h=225&ei=gv32UdrYJ8iWiALjt4DoCA&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
biologist,101000,50601,65,23,0.501,0.353846154,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=v6FEcyT7x6oZgM:&imgrefurl=http://www3.telus.net/strawberryjamm/portfolio/web/ef-stop/people.html&docid=CyJPzOjqV1L6VM&imgurl=http://www3.telus.net/strawberryjamm/portfolio/web/ef-stop/images/People/LG_biologist.jpg&w=450&h=320&ei=qNL2UaL_Iu3figK7poCIAg&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
building inspector,118000,9204,59,4,0.078,0.06779661,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=KdNtlvD3RTLwgM:&imgrefurl=http://www.torcnm.org/departments/building_inspector.html&docid=MN5b1DuVRnYX6M&imgurl=http://www.torcnm.org/resources/departments/building_inspector.JPG&w=304&h=426&ei=aCP3UYqYFMixiwKk_YCgBw&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
butcher,311000,71530,63,5,0.23,0.079365079,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=or77C0eF7a7ynM:&imgrefurl=http://www.nytimes.com/2009/07/08/dining/08butch.html%3Fpagewanted%3Dall&docid=mvmAHbhCtuQVQM&imgurl=http://graphics8.nytimes.com/images/2009/07/08/dining/08butcher600.1.jpg&w=600&h=331&ei=ViT3UaCFHrHZigK134HwAw&zoom=1&ved=1t:3588,r:73,s:0,i:316",73,google
chef,403000,86645,91,22,0.215,0.241758242,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=WWfYpoSIuIm8wM:&imgrefurl=http://carpatys.com/chef.html&docid=4JRG5e_M51Sv6M&imgurl=http://matchbin-assets.s3.amazonaws.com/public/sites/529/assets/BP_chef_leroyjpg.jpg&w=909&h=1000&ei=wvz2UbaoNq3biwL-l4GoCg&zoom=1&ved=1t:3588,r:73,s:0,i:316",73,google
chemist,105000,46410,77,41,0.442,0.532467532,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=3sI-W4BuMo9TeM:&imgrefurl=http://www.123rf.com/photo_12766910_female-chemist-standing-in-pharmacy-drugstore-with-tablet-pc.html&docid=_UlVkiaLneESsM&imgurl=http://us.123rf.com/400wm/400/400/leaf/leaf1203/leaf120300049/12766910-female-chemist-standing-in-pharmacy-drugstore-with-tablet-pc.jpg&w=1200&h=801&ei=g-v2UdnVFur6igKKjICYBg&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
chief executive officer,1513000,414562,98,11,0.274,0.112244898,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=8Z_eQcS4lU9_KM:&imgrefurl=http://commons.wikimedia.org/wiki/File:Guy_Spier,_Chief_Executive_Officer,_Aquamarine_Capital.jpg&docid=PN9azgxngUnqPM&imgurl=http://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Guy_Spier,_Chief_Executive_Officer,_Aquamarine_Capital.jpg/682px-Guy_Spier,_Chief_Executive_Officer,_Aquamarine_Capital.jpg&w=682&h=1023&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
computer programmer,480000,108000,54,9,0.225,0.166666667,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=SMnsvhl7TRLxHM:&imgrefurl=http://www.hrgps.edu.hk/~amscyeung/bigbook_3/06_Dishy-Washy/dishy/occupation.htm&docid=ffLLYi59o7E6XM&imgurl=http://www.hrgps.edu.hk/~amscyeung/bigbook_3/06_Dishy-Washy/dishy/jobs/computer_programmer.jpg&w=526&h=509&ei=PdD2UZngK8vnigL_9IDwCA&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
cook,1970000,742690,78,11,0.377,0.141025641,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=lkOS4_P7a_2dpM:&imgrefurl=http://katiecandraw.typepad.com/photos/cartooning_gallery/cook-phoenix-inks-4web.html&docid=gxN9UtcDL_AHsM&imgurl=http://katiecandraw.typepad.com/photos/cartooning_gallery/cook-phoenix-inks-4web.jpg&w=500&h=606&ei=Hf32UeuCJ6iCiwK30oAY&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
crane operator,62000,2480,44,3,0.04,0.068181818,man,multiple,TRUE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=7mON51aeMQkFEM:&imgrefurl=http://www.cicb.com/training-programs/crane-and-equipment-operator-training/nccco-mobile-crane-operator.html&docid=7LZMSUzHdqyblM&imgurl=http://www.cicb.com/uploads/NCCCO%252520Operator%252520Swing%252520Cab%252520Photo%252520%2525231.jpg&w=640&h=456&ei=BSn3UcaHNuqKiALP0IDoDg&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
customer service representative,1956000,1326168,80,55,0.678,0.6875,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=OyA6PIroTY_HeM:&imgrefurl=http://www.123rf.com/photo_10095911_smiling-customer-service-representative-using-headset.html&docid=m4jJyK8tcZON_M&imgurl=http://us.123rf.com/400wm/400/400/wavebreakmediamicro/wavebreakmediamicro1106/wavebreakmediamicro110605042/10095911-smiling-customer-service-representative-using-headset.jpg&w=400&h=393&ei=Mx33Ud-xAYPTiwLcz4DICw&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
doctor,911000,312473,83,25,0.343,0.301204819,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=rIe5Ab09LB-FpM:&imgrefurl=http://nerdophiles.com/2013/05/18/doctor-who-the-name-of-the-doctor-recap/&docid=FWWEQKSTAu82WM&imgurl=http://nerdophiles.files.wordpress.com/2013/05/4130737-high-doctor-who-series-7b.jpg&w=1600&h=1131&ei=rvX2UcPGCejUiwLtvICACA&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
insurance sales agent,540000,238140,84,40,0.441,0.476190476,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=m5lXXK7KvE_fQM:&imgrefurl=http://www.linkedin.com/title/sales-representative/at-combined-insurance&docid=ZJSXMEXOSRn-cM&imgurl=http://m.c.lnkd.licdn.com/mpr/mpr/shrink_80_80/p/2/000/22f/149/29c0078.jpg&w=80&h=80&ei=Jhr3Uc6JEsj1igKq_4GwCQ&zoom=1&ved=1t:3588,r:73,s:0,i:314",73,google
lab tech,319000,232232,86,56,0.728,0.651162791,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=qqDO-jamOaNqXM:&imgrefurl=http://www.shutterstock.com/pic-30391612/stock-photo-lab-tech-pipetting-orange-sample-colorful-test-tubes-on-background.html&docid=KBfdhVPbkIg3wM&imgurl=http://thumb9.shutterstock.com/thumb_small/341080/341080,1242574269,6/stock-photo-lab-tech-pipetting-orange-sample-lab-scenario-on-background-30391615.jpg&w=93&h=100&ei=wPf2UbCkCYjviQLUk4HoCA&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
librarian,181000,157108,65,62,0.868,0.953846154,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/73.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=TVM52sGO6HdccM:&imgrefurl=http://www.createwebquest.com/kimberlym/important-people-our-community-grade-2&docid=NZ0Xevr7_jgnJM&imgurl=http://cgi.chol.com/~sadrain1/ez2000/system/db/clipart/upload/17/2915746.jpg&w=553&h=720&ei=C_D2UfOAOIGiiQL5jYH4CA&zoom=1&ved=1t:3588,r:73,s:0,i:317",73,google
